"ocid","release_id","id","title","description","status","procuringEntity_id","procuringEntity_name","value_amount","value_currency","procurementMethod","procurementMethodDetails","mainProcurementCategory","awardCriteria","tenderPeriod_startDate","tenderPeriod_endDate","tenderPeriod_maxExtentDate","tenderPeriod_durationInDays","enquiryPeriod_startDate","enquiryPeriod_endDate","enquiryPeriod_maxExtentDate","enquiryPeriod_durationInDays","hasEnquiries","eligibilityCriteria","awardPeriod_startDate","awardPeriod_endDate","awardPeriod_maxExtentDate","awardPeriod_durationInDays","numberOfTenderers"
"ocds-5wno2w-RE-PU-HGSF-2025-014-390394","RE-PU-HGSF-2025-014-390394-2025-09-29T19:02:42.120Z-compiled","RE-PU-HGSF-2025-014-390394","RE-PU-HGSF-2025-014-390394","CONTRATACIÓN DEL SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVOQUE INCLUYE POSIBLES REPUESTOS DE LOS EQUIPOS MARCA SIEMENS PERTENECIENTES AL HOSPITAL GENERAL SAN FRANCISCO.","active","EC-RUC-1768161120001-390394","HOSPITAL GENERAL- SAN FRANCISCO","473385.00","USD","direct","Bienes y Servicios únicos","services","ratedCriteria","2025-09-11T18:00:00-05:00","2025-09-17T10:00:00-05:00","2025-09-17T10:00:00-05:00","5","2025-09-11T18:00:00-05:00","","","","","Otros Parámetros de Calificación,Cumplimiento Especificaciones,Metodología y Cronograma,Equipo Propuesto,Personal Técnico,Experiencia Personal Técnico","","2025-09-22T18:00:00-05:00","2025-09-22T18:00:00-05:00","","1"
"ocds-5wno2w-RE-PU-ESPOLTECH-2025-004-375899","RE-PU-ESPOLTECH-2025-004-375899-2025-09-30T19:05:11.489Z-compiled","RE-PU-ESPOLTECH-2025-004-375899","RE-PU-ESPOLTECH-2025-004-375899","CONTRATACIÓN DE LOS SERVICIOS DE PARTICIPACIÓN EN EL CONGRESO INNOVA LATAM 2025","active","EC-RUC-0968592010001-375899","EMPRESA PUBLICA DE SERVICIOS ESPOL - TECH E.P.","20000.00","USD","direct","Bienes y Servicios únicos","services","ratedCriteria","2025-09-02T20:00:00-05:00","2025-09-05T10:00:00-05:00","2025-09-05T10:00:00-05:00","2","2025-09-02T20:00:00-05:00","","","","","Cumplimiento Especificaciones,Experiencia Personal Técnico","","2025-09-15T16:00:00-05:00","2025-09-15T16:00:00-05:00","","1"
"ocds-5wno2w-RE-PU-EMSABAEP-2025-02-373560","RE-PU-EMSABAEP-2025-02-373560-2025-09-26T18:59:05.244Z-compiled","RE-PU-EMSABAEP-2025-02-373560","RE-PU-EMSABAEP-2025-02-373560","CONTRATACIÓN DEL SERVICIO DE ACTUALIZACIÓN DEL ACTUAL SISTEMA DE GESTIÓN EMPRESARIAL ERP OLYMPO VERSIÓN 8.1 A LA VERSIÓN 16.0 Y EL MANTENIMIENTO DEL MISMO PARA LA EMSABA EP","active","EC-RUC-1260040950001-373560","EMPRESA PUBLICA MUNICIPAL DE SANEAMIENTO AMBIENTAL DE BABAHOYO (EMSABA EP)","90000.00","USD","direct","Bienes y Servicios únicos","services","ratedCriteria","2025-09-12T17:30:00-05:00","2025-09-17T14:30:00-05:00","2025-09-17T14:30:00-05:00","4","2025-09-12T17:30:00-05:00","","","","","Experiencia,Otros Parámetros de Calificación,Cumplimiento Especificaciones,Equipo Propuesto,Personal Técnico,Experiencia Específica,Experiencia Personal Técnico","","2025-09-24T17:30:00-05:00","2025-09-24T17:30:00-05:00","","1"
"ocds-5wno2w-RE-PU-INOCAR-2025-008-1006003","RE-PU-INOCAR-2025-008-1006003-2025-10-06T19:43:22.967Z-compiled","RE-PU-INOCAR-2025-008-1006003","RE-PU-INOCAR-2025-008-1006003","Mantenimiento Correctivo de Sistemas Marca Furuno de Posicionamiento, Navegación, Comunicaciones y Meteorológicos de la Lancha Hidrográfica SIRIUS","active","EC-RUC-0968608970001-1006003","INSTITUTO OCEANOGRÁFICO Y ANTÁRTICO DE LA ARMADA","91785.00","USD","direct","Bienes y Servicios únicos","services","ratedCriteria","2025-09-12T14:30:00-05:00","2025-09-22T14:30:00-05:00","2025-09-22T14:30:00-05:00","10","2025-09-12T14:30:00-05:00","","","","","Oferta Económica,Cumplimiento Especificaciones,Equipo Propuesto,Personal Técnico","","2025-10-02T16:30:00-05:00","2025-10-02T16:30:00-05:00","","1"
"ocds-5wno2w-RE-PU-IESS-CECP-2025-004-600753","RE-PU-IESS-CECP-2025-004-600753-2025-09-15T19:23:46.017Z-compiled","RE-PU-IESS-CECP-2025-004-600753","RE-PU-IESS-CECP-2025-004-600753","ADQUISICIÓN DE REPUESTOS PARA LOS EQUIPOS MÉDICOS BTL DEL ÁREA DE REHABILITACIÓN Y TERAPIA FÍSICA DEL CENTRO DE ESPECIALIDADES COMITÉ DEL PUEBLO","active","EC-RUC-1768182630001-600753","CENTRO DE ESPECIALIDADES COMITE DEL PUEBLO","6244.00","USD","direct","Bienes y Servicios únicos","services","ratedCriteria","2025-09-03T16:00:00-05:00","2025-09-04T16:00:00-05:00","2025-09-04T16:00:00-05:00","1","2025-09-03T16:00:00-05:00","","","","TRUE","Plazo de Entrega,Otros Parámetros de Calificación,Cumplimiento Especificaciones","","2025-09-11T12:00:00-05:00","2025-09-11T12:00:00-05:00","","1"
"ocds-5wno2w-RE-PU-EMASEP-2025-001-374125","RE-PU-EMASEP-2025-001-374125-2025-10-08T19:43:43.698Z-compiled","RE-PU-EMASEP-2025-001-374125","RE-PU-EMASEP-2025-001-374125","MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE VOLQUETA SINOTRUK","active","EC-RUC-0760045950001-374125","EMPRESA MUNICIPAL DE ASEO SANTA ROSA EMAS EP","11018.95","USD","direct","Bienes y Servicios únicos","services","ratedCriteria","2025-09-15T15:00:00-05:00","2025-09-23T16:00:00-05:00","2025-09-23T16:00:00-05:00","8","2025-09-15T15:00:00-05:00","","","","","Otros Parámetros de Calificación,Personal Técnico,Experiencia General,Experiencia Específica","","2025-10-06T17:00:00-05:00","2025-10-06T17:00:00-05:00","","1"
"ocds-5wno2w-RE-PU-HGNGC-2025-007-818925","RE-PU-HGNGC-2025-007-818925-2025-10-08T19:43:43.719Z-compiled","RE-PU-HGNGC-2025-007-818925","RE-PU-HGNGC-2025-007-818925","CONTRATACION DEL SERVICIO DE MANTENIMIENTO PREVENTIVO, CORRECTIVO Y ADQUISICIÓN DE REPUESTOSPARA TOMOGRAFOS DEL HGNGC.?,","active","EC-RUC-0968606840001-818925","HOSPITAL GENERAL DEL NORTE DE GUAYAQUIL LOS CEIBOS","87689.20","USD","direct","Bienes y Servicios únicos","services","ratedCriteria","2025-09-15T20:00:00-05:00","2025-09-24T10:00:00-05:00","2025-09-24T10:00:00-05:00","8","2025-09-15T20:00:00-05:00","","","","","Plazo de Entrega,Metodología de Desarrollo,Otros Parámetros de Calificación,Cumplimiento Especificaciones,Garantía Técnica,Indices Financieros,Metodología y Cronograma,Personal Técnico,Experiencia General,Experiencia Específica,Experiencia Personal Técnico,Instrumentos y equipos disponibles","","2025-10-06T12:00:00-05:00","2025-10-06T12:00:00-05:00","","1"
"ocds-5wno2w-RE-PU-GADPO-2025-41-29112","RE-PU-GADPO-2025-41-29112-2025-10-14T20:01:27.396Z-compiled","RE-PU-GADPO-2025-41-29112","RE-PU-GADPO-2025-41-29112","ADQUISICIÓN DE REPUESTOS Y SERVICIO DE MANTENIMIENTO Y REPARACIÓN PARA EL VEHÍCULO Nro. 19 PLACA QMA-1085, DE PROPIEDAD DEL GOBIERNO AUTÓNOMO DESCENTRALIZADO DE LA PROVINCIA DE ORELLANA.","active","EC-RUC-1560002480001-29112","GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PROVINCIA DE ORELLANA","7433.83","USD","direct","Bienes y Servicios únicos","goods","ratedCriteria","2025-08-29T17:30:00-05:00","2025-09-05T08:30:00-05:00","2025-09-05T08:30:00-05:00","6","2025-08-29T17:30:00-05:00","","","","","Plazo de Entrega,Oferta Económica,Otros Parámetros de Calificación,Cumplimiento Especificaciones,Equipo Propuesto,Personal Técnico,Experiencia Específica,Experiencia Personal Técnico","","2025-09-11T17:00:00-05:00","2025-09-11T17:00:00-05:00","","1"
"ocds-5wno2w-RE-PU-BANEC-2025-04-722820","RE-PU-BANEC-2025-04-722820-2025-10-14T20:04:50.828Z-compiled","RE-PU-BANEC-2025-04-722820","RE-PU-BANEC-2025-04-722820","SOPORTE Y MANTENIMIENTO DE LA HERRAMIENTA DE MONITOREO DECENTRO DE DATOS PRINCIPAL Y ALTERNO Y LICENCIAMIENTO","active","EC-RUC-1768183520001-722820","BANECUADOR B.P.","119378.26","USD","direct","Bienes y Servicios únicos","services","ratedCriteria","2025-09-16T17:00:00-05:00","2025-09-24T11:00:00-05:00","2025-09-24T11:00:00-05:00","7","2025-09-16T17:00:00-05:00","","","","TRUE","Otros Parámetros de Calificación,Cumplimiento Especificaciones,Personal Técnico,Experiencia General,Experiencia Específica,Experiencia Personal Técnico","","2025-10-13T17:00:00-05:00","2025-10-13T17:00:00-05:00","","1"
"ocds-5wno2w-RE-PU-CELECEP-2025-11296-238940","RE-PU-CELECEP-2025-11296-238940-2025-09-29T18:59:28.402Z-compiled","RE-PU-CELECEP-2025-11296-238940","RE-PU-CELECEP-2025-11296-238940","GSR SERVICIO DE REPARACIÓN, MONTAJE, CALIBRACIÓN Y PUESTA EN MARCHA DEL SISTEMA DE MONITOREO EN LÍNEA DE DESCARGAS PARCIALES DE LA U02 DE LA CENTRAL DELSITANISAGUA","active","EC-RUC-1768152800001-238940","CORPORACION ELECTRICA DEL ECUADOR CELEC EP.","38297.49","USD","direct","Bienes y Servicios únicos","services","ratedCriteria","2025-08-28T17:00:00-05:00","2025-09-03T17:00:00-05:00","2025-09-03T17:00:00-05:00","6","2025-08-28T17:00:00-05:00","","","","","Oferta Económica,Cumplimiento Especificaciones,Experiencia General,Experiencia Específica","","2025-09-08T18:00:00-05:00","2025-09-08T18:00:00-05:00","","1"
"ocds-5wno2w-RE-PU-EPP-2025-022-253178","RE-PU-EPP-2025-022-253178-2025-09-30T19:08:24.111Z-compiled","RE-PU-EPP-2025-022-253178","RE-PU-EPP-2025-022-253178","REPUESTOS Y FILTROS PARA VOLQUETAS Y TRACTO CAMIÓN UD TRUCKS DEL PAV","complete","EC-RUC-1768153530001-253178","Empresa Pública de hidrocarburos del Ecuador EP PETROECUADOR","9236.27","USD","direct","Bienes y Servicios únicos","goods","ratedCriteria","2025-09-16T16:30:00-05:00","2025-09-23T10:00:00-05:00","2025-09-23T10:00:00-05:00","6","2025-09-16T16:30:00-05:00","","","","","Oferta Económica,Otros Parámetros de Calificación,Cumplimiento Especificaciones","","2025-09-29T17:00:00-05:00","2025-09-29T17:00:00-05:00","","1"
"ocds-5wno2w-RE-PU-EPP-2025-012-253178","RE-PU-EPP-2025-012-253178-2025-10-07T19:40:59.770Z-compiled","RE-PU-EPP-2025-012-253178","RE-PU-EPP-2025-012-253178","SERVICIO ESPECIALIZADO DE SOPORTE Y MANTENIMIENTO DE LOS GRUPOS ELECTROGENOS MTU DE REFINERIA LA LIBERTAD Y PLANTA CAUTIVO","active","EC-RUC-1768153530001-253178","Empresa Pública de hidrocarburos del Ecuador EP PETROECUADOR","949968.00","USD","direct","Bienes y Servicios únicos","services","ratedCriteria","2025-07-31T14:00:00-05:00","2025-08-12T15:00:00-05:00","2025-08-12T15:00:00-05:00","12","2025-07-31T14:00:00-05:00","","","","","Metodología y Cronograma,Equipo Propuesto,Personal Técnico,Experiencia General,Experiencia Específica,Experiencia Personal Técnico","","2025-08-29T16:00:00-05:00","2025-08-29T16:00:00-05:00","","1"
"ocds-5wno2w-RE-PU-HE-1-2025-175-43246","RE-PU-HE-1-2025-175-43246-2025-10-03T19:13:19.182Z-compiled","RE-PU-HE-1-2025-175-43246","RE-PU-HE-1-2025-175-43246","ADQUISICIÓN DE REPUESTOS PARA EL EQUIPO ARCO EN C MARCA SIEMENS DEL HE1","active","EC-RUC-1768012710001-43246","HOSPITAL DE ESPECIALIDADES FUERZAS ARMADAS NO. 1","11965.00","USD","direct","Bienes y Servicios únicos","goods","ratedCriteria","2025-09-17T20:00:00-05:00","2025-09-24T10:00:00-05:00","2025-09-24T10:00:00-05:00","6","2025-09-17T20:00:00-05:00","","","","","Otros Parámetros de Calificación,Cumplimiento Especificaciones","","2025-09-29T15:00:00-05:00","2025-09-29T15:00:00-05:00","","1"
"ocds-5wno2w-RE-PU-INOCAR-2025-007-1006003","RE-PU-INOCAR-2025-007-1006003-2025-10-07T19:42:53.935Z-compiled","RE-PU-INOCAR-2025-007-1006003","RE-PU-INOCAR-2025-007-1006003","RENOVACIÓN DEL SERVICIO DE SOPORTE Y ACTUALIZACIÓN DEL SOFTWARE ARCGIS","active","EC-RUC-0968608970001-1006003","INSTITUTO OCEANOGRÁFICO Y ANTÁRTICO DE LA ARMADA","97265.47","USD","direct","Bienes y Servicios únicos","services","ratedCriteria","2025-09-17T16:30:00-05:00","2025-09-24T10:00:00-05:00","2025-09-24T10:00:00-05:00","6","2025-09-17T16:30:00-05:00","","","","TRUE","Oferta Económica,Cumplimiento Especificaciones,Garantía Técnica","","2025-10-07T16:30:00-05:00","2025-10-07T16:30:00-05:00","","1"
"ocds-5wno2w-RE-PU-HCAM-2025-033-54651","RE-PU-HCAM-2025-033-54651-2025-09-27T19:03:40.896Z-compiled","RE-PU-HCAM-2025-033-54651","RE-PU-HCAM-2025-033-54651","ADQUISICIÓN DE REPUESTOS PARA LOSMONITORES NIHON KOHDEN DEL HOSPITAL DE ESPECIALIDADES CARLOS ANDRADEMARÍN","active","EC-RUC-1768046450001-54651","HOSPITAL DE ESPECIALIDADES CARLOS ANDRADE MARIN","368900.73","USD","direct","Bienes y Servicios únicos","goods","ratedCriteria","2025-09-16T19:00:00-05:00","2025-09-22T08:00:00-05:00","2025-09-22T08:00:00-05:00","5","2025-09-16T19:00:00-05:00","","","","TRUE","Otros Parámetros de Calificación,Cumplimiento Especificaciones,Experiencia General,Experiencia Específica","","2025-10-01T19:00:00-05:00","2025-10-01T19:00:00-05:00","","1"
"ocds-5wno2w-RE-PU-ESPE-2025-005-30573","RE-PU-ESPE-2025-005-30573-2025-10-02T19:07:12.372Z-compiled","RE-PU-ESPE-2025-005-30573","RE-PU-ESPE-2025-005-30573","PROVISIÓN DEL SERVICIO DE ACCESO Y USO A LA BASE DE DATOS CIENTÍFICA SCOPUS PARA LA UNIVERSIDAD DE LAS FUERZAS ARMADAS ESPE","complete","EC-RUC-1768007390001-30573","UNIVERSIDAD DE LAS FUERZAS ARMADAS  ESPE","28023.00","USD","direct","Bienes y Servicios únicos","services","ratedCriteria","2025-09-16T20:00:00-05:00","2025-09-24T10:00:00-05:00","2025-09-24T10:00:00-05:00","7","2025-09-16T20:00:00-05:00","","","","","Oferta Económica,Otros Parámetros de Calificación,Cumplimiento Especificaciones,Experiencia General,Experiencia Específica","","2025-09-30T19:00:00-05:00","2025-09-30T19:00:00-05:00","","1"
"ocds-5wno2w-RE-PU-HCAM-2025-032-54651","RE-PU-HCAM-2025-032-54651-2025-10-04T19:09:30.475Z-compiled","RE-PU-HCAM-2025-032-54651","RE-PU-HCAM-2025-032-54651","ADQUISICIÓN DE REPUESTOS INCLUYEMANTENIMIENTO PREVENTIVO Y CORRECTIVO DEL ACELERADOR LINEALMONOENERGÉTICO COMPACT DE LA UNIDAD TÉCNICA DE RADIOTERAPIA DEL HOSPITAL DEESPECIALIDADES CARLOS ANDRADE MARÍN","active","EC-RUC-1768046450001-54651","HOSPITAL DE ESPECIALIDADES CARLOS ANDRADE MARIN","554518.68","USD","direct","Bienes y Servicios únicos","goods","ratedCriteria","2025-09-16T20:00:00-05:00","2025-09-19T10:00:00-05:00","2025-09-19T10:00:00-05:00","2","2025-09-16T20:00:00-05:00","","","","","Otros Parámetros de Calificación,Cumplimiento Especificaciones,Equipo Propuesto,Personal Técnico,Experiencia General,Experiencia Específica","","2025-09-25T20:00:00-05:00","2025-09-25T20:00:00-05:00","","1"
"ocds-5wno2w-RE-PU-HEJCA-2025-321-87497","RE-PU-HEJCA-2025-321-87497-2025-10-07T19:41:27.873Z-compiled","RE-PU-HEJCA-2025-321-87497","RE-PU-HEJCA-2025-321-87497","ADQUISICIÓN DE ROMIPLOSTIM SOLIDO PARENTERAL 250 MCG","active","EC-RUC-0160017400001-87497","HOSPITAL DE ESPECIALIDADES JOSÉ CARRASCO ARTEAGA","324702.00","USD","direct","Bienes y Servicios únicos","goods","ratedCriteria","2025-09-16T18:00:00-05:00","2025-09-22T08:00:00-05:00","2025-09-22T08:00:00-05:00","5","2025-09-16T18:00:00-05:00","","","","","Otros Parámetros de Calificación","","2025-09-29T20:00:00-05:00","2025-09-29T20:00:00-05:00","","1"
"ocds-5wno2w-RE-PU-HGM-2025-007-74622","RE-PU-HGM-2025-007-74622-2025-10-07T19:41:27.940Z-compiled","RE-PU-HGM-2025-007-74622","RE-PU-HGM-2025-007-74622","SERVICIO DE MANTENIMIENTO PREVENTIVO PARA LA PUESTA EN MARCHA DE EQUIPOS DE IMÁGENES DEL HOSPITAL GENERAL MANTA","active","EC-RUC-1360051890001-74622","HOSPITAL GENERAL MANTA","337710.00","USD","direct","Bienes y Servicios únicos","services","ratedCriteria","2025-09-16T17:00:00-05:00","2025-09-24T13:00:00-05:00","2025-09-24T13:00:00-05:00","7","2025-09-16T17:00:00-05:00","","","","","Garantía Técnica","","2025-09-29T16:00:00-05:00","2025-09-29T16:00:00-05:00","","1"
"ocds-5wno2w-RE-PU-HEJCA-2025-325-87497","RE-PU-HEJCA-2025-325-87497-2025-10-13T19:39:47.453Z-compiled","RE-PU-HEJCA-2025-325-87497","RE-PU-HEJCA-2025-325-87497","ADQUISICIÓN DE OCRELIZUMAB LIQUIDO PARENTERAL 30 MG/ML","active","EC-RUC-0160017400001-87497","HOSPITAL DE ESPECIALIDADES JOSÉ CARRASCO ARTEAGA","237338.10","USD","direct","Bienes y Servicios únicos","goods","ratedCriteria","2025-09-16T20:00:00-05:00","2025-09-19T10:00:00-05:00","2025-09-19T10:00:00-05:00","2","2025-09-16T20:00:00-05:00","","","","TRUE","Otros Parámetros de Calificación","","2025-09-29T20:00:00-05:00","2025-09-29T20:00:00-05:00","","1"
"ocds-5wno2w-RE-PU-ESPOL-2025-012-26822","RE-PU-ESPOL-2025-012-26822-2025-09-18T19:28:50.971Z-compiled","RE-PU-ESPOL-2025-012-26822","RE-PU-ESPOL-2025-012-26822","ADQUISICIÓN DE UN ESPECTROFOTÓMETRO DE ABSORCIÓN ATÓMICA CONLLAMA Y HORNO DE GRAFITO CON CORRECTOR DE FONDO MEDIANTE EFECTOZEEMAN Y DEUTERIO PARA LLAMA PARA EL LABORATORIO ECOTOXICOLOGÍADE LA FACULTAD DE CIENCIAS DE LA VIDA DE LA ESCUELA SUPERIOR","active","EC-RUC-0960002780001-26822","Escuela Superior Politécnica del Litoral","107200.00","USD","direct","Bienes y Servicios únicos","goods","ratedCriteria","2025-07-24T16:30:00-05:00","2025-08-06T09:00:00-05:00","2025-08-06T09:00:00-05:00","12","2025-07-24T16:30:00-05:00","","","","","Otros Parámetros de Calificación,Personal Técnico,Experiencia Específica,Experiencia Personal Técnico","","2025-08-13T16:30:00-05:00","2025-08-13T16:30:00-05:00","","1"
"ocds-5wno2w-RE-PU-DIGMAT-2025-009-2465","RE-PU-DIGMAT-2025-009-2465-2025-10-08T19:43:44.617Z-compiled","RE-PU-DIGMAT-2025-009-2465","RE-PU-DIGMAT-2025-009-2465","MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE LOS DISPOSITIVOS CONDOR SKY SEEKER DE LA ARMADA DEL ECUADOR","complete","EC-RUC-1768011230001-2465","DIGMAT","29769.74","USD","direct","Bienes y Servicios únicos","services","ratedCriteria","2025-09-17T17:00:00-05:00","2025-09-26T09:00:00-05:00","2025-09-26T09:00:00-05:00","8","2025-09-17T17:00:00-05:00","","","","","Experiencia,Plazo de Entrega,Equipo Propuesto,Personal Técnico","","2025-10-06T20:00:00-05:00","2025-10-06T20:00:00-05:00","","1"
"ocds-5wno2w-RE-PU-CZ1S-2025-002-423779","RE-PU-CZ1S-2025-002-423779-2025-10-04T19:09:30.717Z-compiled","RE-PU-CZ1S-2025-002-423779","RE-PU-CZ1S-2025-002-423779","Adquirir repuestos y accesorios para realizar el mantenimiento preventivo del equipo Analizador de QuímicaSanguínea marca Miura modelo AUTOANALYZER VERS serie H1893, con la finalidad de proporcionar un servicio de calidad, eficiencia y efectividad","active","EC-RUC-1060034910001-423779","COORDINACION ZONAL 1 - SALUD","8093.12","USD","direct","Bienes y Servicios únicos","services","ratedCriteria","2025-09-18T11:45:00-05:00","2025-09-24T12:30:00-05:00","2025-09-24T12:30:00-05:00","6","2025-09-18T11:45:00-05:00","","","","","Certificados de calidad de bienes,Cumplimiento Especificaciones,Garantía Técnica","","2025-10-01T17:00:00-05:00","2025-10-01T17:00:00-05:00","","1"
"ocds-5wno2w-RE-PU-SRI-2025-00008-2438","RE-PU-SRI-2025-00008-2438-2025-10-04T19:09:30.685Z-compiled","RE-PU-SRI-2025-00008-2438","RE-PU-SRI-2025-00008-2438","MANTENIMIENTO Y SOPORTE TÉCNICO DELSISTEMA DE GESTIÓN DE TURNOS QMATIC","active","EC-RUC-1760013210001-2438","SERVICIO DE RENTAS INTERNAS","399720.00","USD","direct","Bienes y Servicios únicos","services","ratedCriteria","2025-09-18T13:00:00-05:00","2025-09-24T13:00:00-05:00","2025-09-24T13:00:00-05:00","6","2025-09-18T13:00:00-05:00","","","","","Otros Parámetros de Calificación,Cumplimiento Especificaciones,Personal Técnico,Experiencia General,Experiencia Específica,Experiencia Personal Técnico","","2025-10-09T15:00:00-05:00","2025-10-09T15:00:00-05:00","","1"
"ocds-5wno2w-RE-PU-EMMAIPC-2025-002-388889","RE-PU-EMMAIPC-2025-002-388889-2025-10-09T19:37:22.129Z-compiled","RE-PU-EMMAIPC-2025-002-388889","RE-PU-EMMAIPC-2025-002-388889","MANTENIMIENTO DE LA MINICARGADORA 1DE LA EMMAIPC-EP","active","EC-RUC-0360028750001-388889","EMPRESA PUBLICA MUNICIPAL MANCOMUNADA DE ASEO INTEGRAL DE LOS CANTONES DE CAÑAR BIBLIAN SUSCAL Y EL TAMBO","25421.30","USD","direct","Bienes y Servicios únicos","services","ratedCriteria","2025-09-18T15:00:00-05:00","2025-09-25T15:00:00-05:00","2025-09-25T15:00:00-05:00","7","2025-09-18T15:00:00-05:00","","","","","Experiencia General,Experiencia Específica,Experiencia Personal Técnico","","2025-10-02T15:00:00-05:00","2025-10-02T15:00:00-05:00","","1"
"ocds-5wno2w-RE-PU-HAGP-2025-007-17993","RE-PU-HAGP-2025-007-17993-2025-10-14T20:01:30.132Z-compiled","RE-PU-HAGP-2025-007-17993","RE-PU-HAGP-2025-007-17993","ADQUISICIÓN DE OCRELIZUMAB LÍQUIDO PARENTERAL 30MG/ML CAJA X VIAL PARA EL HOSPITAL DE ESPECIALIDADES GUAYAQUIL ?DR. ABEL GILBERTPONTÓN? PARA SEIS MESES AÑO 2025","complete","EC-RUC-0968503870001-17993","Hospital Guayaquil Abel Gilbert Ponton","79112.70","USD","direct","Bienes y Servicios únicos","goods","ratedCriteria","2025-09-18T19:00:00-05:00","2025-09-22T12:00:00-05:00","2025-09-22T12:00:00-05:00","3","2025-09-18T19:00:00-05:00","","","","","Metodología de Desarrollo,Cumplimiento Especificaciones,Garantía Técnica","","2025-09-25T16:30:00-05:00","2025-09-25T16:30:00-05:00","","1"
"ocds-5wno2w-RE-PU-GADC-2025-3254-2616","RE-PU-GADC-2025-3254-2616-2025-09-30T19:05:11.982Z-compiled","RE-PU-GADC-2025-3254-2616","RE-PU-GADC-2025-3254-2616","RENOVACIÓN DE LICENCIAMIENTO Y SOPORTE ORACLE","active","EC-RUC-0160000270001-2616","GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON CUENCA","145850.73","USD","direct","Bienes y Servicios únicos","goods","ratedCriteria","2025-09-05T17:00:00-05:00","2025-09-10T13:00:00-05:00","2025-09-10T13:00:00-05:00","4","2025-09-05T17:00:00-05:00","","","","TRUE","Otros Parámetros de Calificación,Cumplimiento Especificaciones,Experiencia Específica","","2025-09-19T17:00:00-05:00","2025-09-19T17:00:00-05:00","","1"
"ocds-5wno2w-RE-PU-IAEN-2025-004-2575","RE-PU-IAEN-2025-004-2575-2025-10-02T19:08:46.951Z-compiled","RE-PU-IAEN-2025-004-2575","RE-PU-IAEN-2025-004-2575","SUSCRIPCIÓN DE METABUSCADOR DE DESCUBRIMIENTO DE EBSCO, AUTENTICACION LOOKPROXY PARA EL INSTITUTO DE ALTOS ESTUDIOS NACIONALES","active","EC-RUC-1768120520001-2575","INSTITUTO DE ALTOS ESTUDIOS NACIONALES","22000.00","USD","direct","Bienes y Servicios únicos","services","ratedCriteria","2025-09-19T17:00:00-05:00","2025-09-25T15:00:00-05:00","2025-09-25T15:00:00-05:00","5","2025-09-19T17:00:00-05:00","","","","TRUE","Otros Parámetros de Calificación,Cumplimiento Especificaciones,Experiencia Específica","","2025-10-08T17:00:00-05:00","2025-10-08T17:00:00-05:00","","1"
"ocds-5wno2w-RE-PU-SNGR-2025-001-16616","RE-PU-SNGR-2025-001-16616-2025-10-08T19:43:42.779Z-compiled","RE-PU-SNGR-2025-001-16616","RE-PU-SNGR-2025-001-16616","RENOVACIÓN DE LICENCIAS ENVI, QUE INCLUYA ACCESO A IMÁGENES SATELITALES ÓPTICAS Y RADAR, BAJO DEMANDA PARA APLICACIONES EN GESTIÓN DE RIESGOS","active","EC-RUC-1768142760001-16616","SECRETARIA NACIONAL DE GESTION DE RIESGOS","210000.00","USD","direct","Bienes y Servicios únicos","services","ratedCriteria","2025-09-19T17:00:00-05:00","2025-09-25T15:00:00-05:00","2025-09-25T15:00:00-05:00","5","2025-09-19T17:00:00-05:00","","","","","Personal Técnico,Experiencia General,Experiencia Específica,Experiencia Personal Técnico","","2025-10-01T17:00:00-05:00","2025-10-01T17:00:00-05:00","","1"
"ocds-5wno2w-RE-PU-ESNAQI-2025-002-2554","RE-PU-ESNAQI-2025-002-2554-2025-10-02T19:07:13.238Z-compiled","RE-PU-ESNAQI-2025-002-2554","RE-PU-ESNAQI-2025-002-2554","MANTENIMIENTO PREVENTIVO Y CORRECTIVO POR VIGENCIA TECNOLÓGICA DEL VEHÍCULO FORD PERTENECIENTE A LA ARMADA DEL ECUADOR","active","EC-RUC-1768010690001-2554","ESTACION NAVAL DE QUITO","4925.08","USD","direct","Bienes y Servicios únicos","services","ratedCriteria","2025-09-22T18:00:00-05:00","2025-09-26T15:00:00-05:00","2025-09-26T15:00:00-05:00","3","2025-09-22T18:00:00-05:00","","","","","Experiencia,Plazo de Entrega,Oferta Económica,Certificados de calidad de bienes,Cumplimiento Especificaciones,Garantía Técnica,Metodología y Cronograma,Experiencia General,Experiencia Personal Técnico","","2025-10-01T15:00:00-05:00","2025-10-01T15:00:00-05:00","","1"
