"ocid","release_id","id","title","description","status","date","amount","currency","correctedValue_amount","correctedValue_currency","enteredValue_amount","enteredValue_currency","contractPeriod_startDate","contractPeriod_endDate","contractPeriod_maxExtentDate","contractPeriod_durationInDays"
"ocds-5wno2w-RE-PU-EMSABAEP-2025-02-373560","RE-PU-EMSABAEP-2025-02-373560-2025-09-26T18:59:05.244Z-compiled","8392812-RE-PU-EMSABAEP-2025-02","","Se procede adjudicar al proveedor PROTELCOTELSA S.A. por haber cumplido con la integridad de la oferta y demás parámetros solicitados en los pliegos del proceso de RÉGIMEN ESPECIAL N RE-PU-EMSABAEP-2025-02.","","2025-09-26T12:20:24-05:00","90000.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-INOCAR-2025-008-1006003","RE-PU-INOCAR-2025-008-1006003-2025-10-06T19:43:22.967Z-compiled","8395602-RE-PU-INOCAR-2025-008","","ADJUDICAR el proceso de Regimen Especial RE-PU-INOCAR-2025-008 para el MANTENIMIENTO CORRECTIVO DE SISTEMAS MARCA FURUNO DE POSICIONAMIENTO, NAVEGACION, COMUNICACIONES Y METEOROLOGICOS DE LA LANCHA HIDROGRAFICA SIRIUS a favor del oferente ELECTROMARINA CIA. LTDA con RUC 0990636249001, representada legalmente por el  Ing. YOSHIHIRO UEKI TANAKA por el valor de USD 91.785,00 más IVA de acuerdo a lo indicado en Informe de Recomendación de adjudicación de fecha 29 de septiembre de 2025, por los miembros de la Comisión Técnica por cumplir y presentar una oferta conveniente para el interés institucional.","","2025-09-30T15:38:05-05:00","91785.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-IESS-CECP-2025-004-600753","RE-PU-IESS-CECP-2025-004-600753-2025-09-15T19:23:46.017Z-compiled","8376310-RE-PU-IESS-CECP-2025-004","","Por cumplir nuestros requerimientos.","","2025-09-15T10:28:09-05:00","6244.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-EMASEP-2025-001-374125","RE-PU-EMASEP-2025-001-374125-2025-10-08T19:43:43.698Z-compiled","8394248-RE-PU-EMASEP-2025-001","","ADJUDICAR AL PROVEEDOR VEHICENTRO VEHICULOS Y CAMIONES CENTRO SIERRA S.A POR CUMPLIR CON TODO LO ESTABLECIDO EN LOS TERMINOS DE REFERENCIA Y PLIEGOS ESTABLECIDOS POR LA EMASEP","","2025-10-08T13:44:19-05:00","11018.95","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-HGNGC-2025-007-818925","RE-PU-HGNGC-2025-007-818925-2025-10-08T19:43:43.719Z-compiled","8399761-RE-PU-HGNGC-2025-007","","ADJUDICAR AL OFERENTE TOP MEDICAL","","2025-10-07T18:18:54-05:00","60693.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-HGNGC-2025-007-818925","RE-PU-HGNGC-2025-007-818925-2025-10-08T19:43:43.719Z-compiled","8399937-RE-PU-HGNGC-2025-007","","ADJUDICAR AL OFERENTE TOP MEDICAL","","2025-10-07T18:18:54-05:00","26996.20","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-GADPO-2025-41-29112","RE-PU-GADPO-2025-41-29112-2025-10-14T20:01:27.396Z-compiled","8375388-RE-PU-GADPO-2025-41","","De conformidad con el art. 32 de la Ley Orgánica del Sistema Nacional de Contratación Pública y el Art. 89 del Reglamento General a la Ley Orgánica del Sistema Nacional de Contratación Pública","","2025-09-15T17:02:52-05:00","7433.83","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-BANEC-2025-04-722820","RE-PU-BANEC-2025-04-722820-2025-10-14T20:04:50.828Z-compiled","8399763-RE-PU-BANEC-2025-04","","Por cumplir con la integridad de la oferta, requisitos mínimos y especificaciones técnicas o términos de referencia, establecidos en los pliegos","","2025-10-14T12:46:11-05:00","119378.26","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-CELECEP-2025-11296-238940","RE-PU-CELECEP-2025-11296-238940-2025-09-29T18:59:28.402Z-compiled","8374915-RE-PU-CELECEP-2025-11296","","Acoger, el informe de desarrollo de proceso de 14 de septiembre de 2025 presentado a través de Memorando No. CELEC-EP-GSR-DELSI-MANT-ELEC-2025-0033-M por el servidor designado por esta Gerencia para llevar adelante la fase precontractual del proceso No. REPU-CELECEP-2025-11296, para la contratación del ?GSR SERVICIO DE REPARACIÓN, MONTAJE, CALIBRACIÓN Y PUESTA EN MARCHA DEL SISTEMA DE MONITOREO EN LINEA DE DESCARGAS PARCIALES DE LA U02 DE LA CENTRAL DELSITANISAGUA?, el cual consta además dentro de la carpeta digital signada con el código REPUCELECEP2025-11296 en el sistema IFS de la Corporación Eléctrica del Ecuador, en el que se recomienda la adjudicación del contrato al oferente HIVIMAR S.A. con RUC 0990129185001.","","2025-09-17T08:20:37-05:00","38297.49","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-EPP-2025-022-253178","RE-PU-EPP-2025-022-253178-2025-09-30T19:08:24.111Z-compiled","8397562-RE-PU-EPP-2025-022","","Cumple, de acuerdo a la recomendación emitida por el Funcionario de Apoyo","","2025-09-30T11:20:23-05:00","9236.27","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-EPP-2025-012-253178","RE-PU-EPP-2025-012-253178-2025-10-07T19:40:59.770Z-compiled","8331768-RE-PU-EPP-2025-012","","Conforme Resolución de Adjudicación Nro. ADJ-RE-PU-EPP-2025-012.","","2025-10-06T14:59:42-05:00","949968.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-HE-1-2025-175-43246","RE-PU-HE-1-2025-175-43246-2025-10-03T19:13:19.182Z-compiled","8399572-RE-PU-HE-1-2025-175","","CUMPLE CON TODAS LAS ESPECIFICACIONES TÉCNICAS","","2025-10-02T16:14:54-05:00","11965.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-ESPE-2025-005-30573","RE-PU-ESPE-2025-005-30573-2025-10-02T19:07:12.372Z-compiled","8400116-RE-PU-ESPE-2025-005","","Cumple lo solicitado en los pliegos","","2025-10-01T19:00:27-05:00","28023.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-HCAM-2025-032-54651","RE-PU-HCAM-2025-032-54651-2025-10-04T19:09:30.475Z-compiled","8395770-RE-PU-HCAM-2025-032","","Su oferta CUMPLE con los parámetros establecidos en las especificaciones técnicas y pliego constantes","","2025-10-03T15:01:31-05:00","554518.68","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-HEJCA-2025-321-87497","RE-PU-HEJCA-2025-321-87497-2025-10-07T19:41:27.873Z-compiled","8397034-RE-PU-HEJCA-2025-321","","SE ADJUDICA POR CUMPLIR CON LOS PARAMETROS DE CALIFICACION","","2025-10-06T16:15:53-05:00","324702.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-HGM-2025-007-74622","RE-PU-HGM-2025-007-74622-2025-10-07T19:41:27.940Z-compiled","8400406-RE-PU-HGM-2025-007","","CUMPLE CON TODO LO SOLICITADO EN LOS PLIEGOS","","2025-10-06T15:01:05-05:00","337710.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-HEJCA-2025-325-87497","RE-PU-HEJCA-2025-325-87497-2025-10-13T19:39:47.453Z-compiled","8396096-RE-PU-HEJCA-2025-325","","POR CUMPLIR CON LOS PARÁMETROS REQUERIDOS POR LA INSTITUCIÓN.","","2025-10-01T15:50:21-05:00","237338.10","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-ESPOL-2025-012-26822","RE-PU-ESPOL-2025-012-26822-2025-09-18T19:28:50.971Z-compiled","8313437-RE-PU-ESPOL-2025-012","","CUMPLE CON LO SOLICITADO POR LA ENTIDAD","","2025-08-27T09:22:00-05:00","107200.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-DIGMAT-2025-009-2465","RE-PU-DIGMAT-2025-009-2465-2025-10-08T19:43:44.617Z-compiled","8402945-RE-PU-DIGMAT-2025-009","","Acoger la recomendación emitida por el miembro evaluador, calificar y adjudicar elcontrato al oferente ARTECHNOLOGIES S.A., para realizar el ?MANTENIMIENTOPREVENTIVO Y CORRECTIVO DE LOS DISPOSITIVOS CONDOR SKY SEEKER DE LAARMADA DEL ECUADOR?, ya que cumple con todos los requisitos exigidos en el pliego,representando el mejor costo para la entidad contratante, por la cantidad de $29.769,74VEINTINUEVE MIL SETECIENTOS SESENTA Y NUEVE CON 74/100 DÓLARES DELOS ESTADOS UNIDOS DE AMÉRICA más IVA, con un plazo de ejecución de 20 díascalendarios, contados a partir del día siguiente de la suscripción del contrato","","2025-10-08T10:25:24-05:00","29769.74","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-CZ1S-2025-002-423779","RE-PU-CZ1S-2025-002-423779-2025-10-04T19:09:30.717Z-compiled","8398590-RE-PU-CZ1S-2025-002","","CUMPLE con la integridad, requisitos y parámetros mínimos solicitados en el proceso de contratación","","2025-10-03T16:20:36-05:00","8093.12","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-SRI-2025-00008-2438","RE-PU-SRI-2025-00008-2438-2025-10-04T19:09:30.685Z-compiled","8400269-RE-PU-SRI-2025-00008","","Por cumplir con todos los requisitos establecidos en los pliegos","","2025-10-03T15:45:07-05:00","399720.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-EMMAIPC-2025-002-388889","RE-PU-EMMAIPC-2025-002-388889-2025-10-09T19:37:22.129Z-compiled","8402639-RE-PU-EMMAIPC-2025-002","","CUMPLE CON TODO LO SOLCITADO POR LA ENTIDAD DENTRO DEL MARCO LEGAL","","2025-10-08T16:40:42-05:00","25421.30","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-HAGP-2025-007-17993","RE-PU-HAGP-2025-007-17993-2025-10-14T20:01:30.132Z-compiled","8397397-RE-PU-HAGP-2025-007","","POR CUMPLIR CON LOS PARÁMETROS SOLICITADOS","","2025-09-30T08:30:37-05:00","79112.70","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-GADC-2025-3254-2616","RE-PU-GADC-2025-3254-2616-2025-09-30T19:05:11.982Z-compiled","8382896-RE-PU-GADC-2025-3254","","De conformidad con el artículo 32 de la Ley Orgánica del Sistema Nacional de Contratación Pública","","2025-09-19T15:10:01-05:00","145850.73","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-SNGR-2025-001-16616","RE-PU-SNGR-2025-001-16616-2025-10-08T19:43:42.779Z-compiled","8403144-RE-PU-SNGR-2025-001","","POR CUMPLIR CON LOS REQUISITOS MÍNIMOS ESTABLECIDOS","","2025-10-07T17:20:07-05:00","210000.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-ESNAQI-2025-002-2554","RE-PU-ESNAQI-2025-002-2554-2025-10-02T19:07:13.238Z-compiled","8405729-RE-PU-ESNAQI-2025-002","","ADJUDICAR AL OFERENTE QUITO MOTORS SACI. con RUC 1790015424001, CUMPLE CON TODOS LOS PARÁMETROS ESTABLECIDOS Y DISPUESTOS COMO REQUISITOS MÍNIMOS EN ESTE PROCESO.","","2025-10-02T13:13:52-05:00","4925.08","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-UTC-2025-003-2671","RE-PU-UTC-2025-003-2671-2025-09-25T19:01:06.064Z-compiled","8389737-RE-PU-UTC-2025-003","","POR CUMPLIR CON LOS REQUISITOS MINIMOS SOLICITADOS POR LA ENTIDAD CONTRATANTE","","2025-09-24T15:09:39-05:00","13278.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-CGE-2025-001-35516","RE-PU-CGE-2025-001-35516-2025-09-25T19:01:06.092Z-compiled","8392837-RE-PU-CGE-2025-001","","considerando que la oferta presentada cumple íntegramente con los parámetros de evaluación exigidos en el pliego de contratación del procedimiento, lo establecido en la Ley Orgánica del Sistema Nacional de Contratación Pública, su Reglamento General y demás normativa conexa","","2025-09-25T12:14:22-05:00","14400.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-UEA-2025-007-124342","RE-PU-UEA-2025-007-124342-2025-10-04T19:09:30.561Z-compiled","8397768-RE-PU-UEA-2025-007","","CUMPLE CON LOS PARÁMETROS ESTABLECIDOS EN LOS PLIEGOS","","2025-10-03T16:28:54-05:00","25000.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-ESPAMMFL-2025-04-25643","RE-PU-ESPAMMFL-2025-04-25643-2025-10-07T19:41:27.809Z-compiled","8397490-RE-PU-ESPAMMFL-2025-04","","SEGUN RESOLUCION DE ADJUDICACION","","2025-10-06T12:10:01-05:00","17304.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-IAEN-2025-003-2575","RE-PU-IAEN-2025-003-2575-2025-10-07T19:41:27.445Z-compiled","8396312-RE-PU-IAEN-2025-003","","cumple con los parámetros establecidos en el pliego y especificaciones técnicas","","2025-10-06T19:14:26-05:00","16100.88","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-PG-2025-002-31125","RE-PU-PG-2025-002-31125-2025-10-15T20:12:20.365Z-compiled","8397152-RE-PU-PG-2025-002","","Por cumplir con los requisitos mínimos solicitados en los pliegos de la presente contratación","","2025-09-26T13:26:19-05:00","70000.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-UITEY-2025-008-541976","RE-PU-UITEY-2025-008-541976-2025-10-07T19:41:28.343Z-compiled","8405751-RE-PU-UITEY-2025-008","","CONFORME RESOLUCION DE ADJUDICACION No. UITEY-2025-117-CP-R","","2025-10-06T17:54:51-05:00","7213.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-IKIAM-2025-008-599302","RE-PU-IKIAM-2025-008-599302-2025-10-01T19:09:22.849Z-compiled","8397647-RE-PU-IKIAM-2025-008","","POR CUMPLIR CON LO SOLICITADO.","","2025-09-30T14:23:40-05:00","39139.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-IKIAM-2025-008-599302","RE-PU-IKIAM-2025-008-599302-2025-10-01T19:09:22.849Z-compiled","8397671-RE-PU-IKIAM-2025-008","","POR CUMPLIR CON LO SOLICITADO.","","2025-09-30T14:23:40-05:00","19350.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-RDP-2025-0002-109432","RE-PU-RDP-2025-0002-109432-2025-10-15T20:15:48.130Z-compiled","8413957-RE-PU-RDP-2025-0002","","Cumple con los términos y condiciones establecidos en los pliegos respectivos para la ejecución de esta contratación.","","2025-10-15T08:53:53-05:00","140644.08","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-RDP-2025-0002-109432","RE-PU-RDP-2025-0002-109432-2025-10-15T20:15:48.130Z-compiled","8413958-RE-PU-RDP-2025-0002","","Cumple con los términos y condiciones establecidos en los pliegos respectivos para la ejecución de esta contratación.","","2025-10-15T08:53:53-05:00","53376.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-GADMCPZ-2025-027-2345","RE-PU-GADMCPZ-2025-027-2345-2025-10-02T19:07:12.351Z-compiled","8397884-RE-PU-GADMCPZ-2025-027","","Cumple con los requisitos establecidos en los pliegos","","2025-10-02T12:27:32-05:00","7392.47","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-DHG-2025-010-5702","RE-PU-DHG-2025-010-5702-2025-10-17T19:46:33.761Z-compiled","8417525-RE-PU-DHG-2025-010","","Por cumplir con los requisitos establecidos en el pliego y Parámetros solicitados en las especificaciones técnicas","","2025-10-17T14:24:36-05:00","68693.50","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-HCAM-2025-036-54651","RE-PU-HCAM-2025-036-54651-2025-10-13T19:43:07.923Z-compiled","8414587-RE-PU-HCAM-2025-036","","CUMPLE CON LO SOLICITADO EN LOS PLIEGOS","","2025-10-13T13:37:45-05:00","47040.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-HCAM-2025-036-54651","RE-PU-HCAM-2025-036-54651-2025-10-13T19:43:07.923Z-compiled","8414608-RE-PU-HCAM-2025-036","","CUMPLE CON LO SOLICITADO EN LOS PLIEGOS","","2025-10-13T13:37:45-05:00","98760.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-GADM-2025-01-31689","RE-PU-GADM-2025-01-31689-2025-10-16T20:09:53.812Z-compiled","8420258-RE-PU-GADM-2025-01","","CUMPLE CON TODOS LOS REQUISITOS SOLICITADOS EN EL PLIEGO","","2025-10-16T14:09:18-05:00","87520.80","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-GADPP-2025-21-2426","RE-PU-GADPP-2025-21-2426-2025-09-30T19:08:29.451Z","8412954-RE-PU-GADPP-2025-21","","Por cumplir con lo requerido en los requisitos mínimos: EXPERIENCIA ESPECIFICA y TÉRMINOS DE REFERENCIA","","2025-09-30T11:30:05-05:00","35000.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-UTA-2025-006-3205","RE-PU-UTA-2025-006-3205-2025-09-30T19:08:24.067Z-compiled","8397367-RE-PU-UTA-2025-006","","Por ser idónea desde el punto de vista jurídico y por haber cumplido con los requisitos establecidos en el pliego, de conformidad con la Ley Orgánica del Sistema Nacional de Contratación Pública y su Reglamento de Aplicación.","","2025-09-30T11:51:17-05:00","20000.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-EPP-2025-017-253178","RE-PU-EPP-2025-017-253178-2025-10-01T19:09:18.623Z-compiled","8381378-RE-PU-EPP-2025-017","","CUMPLE CON ESPECIFICACIONES TÉCNICAS Y ES CONVENIENTE PARA LOS INTERESES DE EP PETROECUADOR","","2025-09-30T14:01:00-05:00","379800.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-EPMGDT-2025-001-264472","RE-PU-EPMGDT-2025-001-264472-2025-10-14T20:04:53.360Z-compiled","8419870-RE-PU-EPMGDT-2025-001","","Resolución Nro. EPMGDT-DAF-2025-0017, 13 de octubre de 2025","","2025-10-13T17:05:13-05:00","177950.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-UNAMYDESC-2025-001-361280","RE-PU-UNAMYDESC-2025-001-361280-2025-10-03T19:10:06.486Z-compiled","8396131-RE-PU-UNAMYDESC-2025-001","","ADJUDICAR El Proceso Régimen Especial Proveedor único RE-PU-UNAMYDESC-2025-001 para La CONTRATACIÓN DE ACTUALIZACIÓN DEL SISTEMA INFORMÁTICO DEL CENTRO DE MÉDICO DE UNAMYDESC, por el valor de 1.700,00 MIL SETECIENTOS CON? 00/100 DÓLARES DE LOS ESTADOS UNIDOS DE NORTE AMÉRICA más IVA, para la suscripción del contrato se lo realizará posterior a la resolución de adjudicación correspondiente. Art. 2.- NOTIFICAR, al adjudicatario oferente Sra. ÁNGELA VERÓNICA OLIVO BALLESTEROS, con RUC 0801904996001, que en el término de quince 15 días se procederá a la firma del contrato de conformidad con lo dispuesto en el inciso primero del artículo 69 de la LOSNCP caso contrario se lo declarará adjudicatario fallido en aplicación a lo que determina el inciso  sexto del artículo ibidem del citado cuerpo legal, y en concordancia con el artículo 257 del Reglamento General de la LOSNCP.","","2025-09-26T14:04:42-05:00","1700.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-HEJCA-2025-328-87497","RE-PU-HEJCA-2025-328-87497-2025-10-14T20:04:53.224Z-compiled","8413511-RE-PU-HEJCA-2025-328","","CUMPLE CON LO ESTABLECIDO EN EL PLIEGO","","2025-10-14T14:37:13-05:00","295512.96","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-UG-2025-005-55840","RE-PU-UG-2025-005-55840-2025-10-15T20:15:48.370Z-compiled","8416965-RE-PU-UG-2025-005","","POR CUMPLIR CON LA INTEGRIDAD DE LA OFERTA, ASÍ COMO TODOS LOS REQUISITOS MÍNIMOS Y PARÁMETROS DE CALIFICACIÓN ESTABLECIDOS EN EL PLIEGO Y TÉRMINOS DE REFERENCIA DEL PROCESO NRO. RE-PU-UG-2025-005.","","2025-10-14T16:52:03-05:00","35193.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-HLGD-2025-001-93666","RE-PU-HLGD-2025-001-93666-2025-10-16T20:09:53.838Z-compiled","8418199-RE-PU-HLGD-2025-001","","CUMPLE CON TODO LO REQUERIDO POR LA INSTITUCIÓN","","2025-10-15T17:38:18-05:00","30070.94","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-UC-2025-004-30951","RE-PU-UC-2025-004-30951-2025-10-14T20:04:50.330Z-compiled","8397778-RE-PU-UC-2025-004","","ha cumplido con la integridad de la oferta y requisitos mínimos establecidos por la entidad contratante.","","2025-10-13T17:42:38-05:00","23100.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-UPSE-2025-003-81550","RE-PU-UPSE-2025-003-81550-2025-10-17T19:46:33.981Z-compiled","8420603-RE-PU-UPSE-2025-003","","El Oferente CUMPLE con los requisitos solicitados en el pliego del proceso","","2025-10-16T17:51:11-05:00","88924.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-GADPP-2025-20-2426","RE-PU-GADPP-2025-20-2426-2025-10-01T19:06:15.954Z-compiled","8397553-RE-PU-GADPP-2025-20","","por cumplir con los parámetros de calificación","","2025-09-25T14:38:49-05:00","15000.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-SUBZONAAZUAY-2025-002-50866","RE-PU-SUBZONAAZUAY-2025-002-50866-2025-10-02T19:07:13.135Z-compiled","8402145-RE-PU-SUBZONAAZUAY-2025-002","","la empresa INDUSTRIAS MOTORIZADAS INDUMOT S.A. CON RUC 0990304211001 representada legalmente por el señor ANDRÉS SANTIAGO ESPINOSA CARRIÓN CUMPLE CON TODO LO SOLITADO POR LA ENTIDAD CONTRTANTE EN LOS TERMINOS DE REFERENCIA","","2025-10-02T11:14:02-05:00","18073.37","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-15BAE-2025-004-54082","RE-PU-15BAE-2025-004-54082-2025-10-09T19:37:23.035Z-compiled","8420290-RE-PU-15BAE-2025-004","","Oferta que cumplió con todos los requerimientos técnicos, financieros, legales exigidos en los documentos precontractuales","","2025-10-09T10:42:49-05:00","9374.48","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-CCQA-HDA-2025-004-97105","RE-PU-CCQA-HDA-2025-004-97105-2025-10-02T19:07:13.077Z-compiled","8397201-RE-PU-CCQA-HDA-2025-004","","POR CUMPLIR CON LOS REQUERIMIENTOS EXIGIDOS POR LA ENTIDAD CONTRATANTE","","2025-10-01T16:39:20-05:00","184018.79","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-CCQA-HDA-2025-004-97105","RE-PU-CCQA-HDA-2025-004-97105-2025-10-02T19:07:13.077Z-compiled","8397204-RE-PU-CCQA-HDA-2025-004","","POR CUMPLIR CON LOS REQUERIMIENTOS EXIGIDOS POR LA ENTIDAD CONTRATANTE","","2025-10-01T16:39:20-05:00","84802.43","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-CCQA-HDA-2025-004-97105","RE-PU-CCQA-HDA-2025-004-97105-2025-10-02T19:07:13.077Z-compiled","8397206-RE-PU-CCQA-HDA-2025-004","","POR CUMPLIR CON LOS REQUERIMIENTOS EXIGIDOS POR LA ENTIDAD CONTRATANTE","","2025-10-01T16:39:20-05:00","8613.81","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-CCQA-HDA-2025-004-97105","RE-PU-CCQA-HDA-2025-004-97105-2025-10-02T19:07:13.077Z-compiled","8397209-RE-PU-CCQA-HDA-2025-004","","POR CUMPLIR CON LOS REQUERIMIENTOS EXIGIDOS POR LA ENTIDAD CONTRATANTE","","2025-10-01T16:39:20-05:00","12588.65","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-CCQA-HDA-2025-004-97105","RE-PU-CCQA-HDA-2025-004-97105-2025-10-02T19:07:13.077Z-compiled","8397210-RE-PU-CCQA-HDA-2025-004","","POR CUMPLIR CON LOS REQUERIMIENTOS EXIGIDOS POR LA ENTIDAD CONTRATANTE","","2025-10-01T16:39:20-05:00","2458.47","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-ULEAM-2025-003-8514","RE-PU-ULEAM-2025-003-8514-2025-10-15T20:15:47.411Z-compiled","8413080-RE-PU-ULEAM-2025-003","","Cumple con lo solicitado en los pliegos y términos de referencias.","","2025-10-14T16:32:04-05:00","27506.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-HE-1-2025-174-43246","RE-PU-HE-1-2025-174-43246-2025-10-03T19:13:19.477Z-compiled","8402285-RE-PU-HE-1-2025-174","","CUMPLE CON LAS ESPECIFICACIONES TÉCNICAS REQUERIDAS.","","2025-10-02T15:45:47-05:00","19350.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-HTMC-2025-009-2810","RE-PU-HTMC-2025-009-2810-2025-10-17T19:46:35.723Z-compiled","8425458-RE-PU-HTMC-2025-009","","CUMPLE CON TODO LO SOLICITADO EN LOS PLIEGOS Y ESPECIFICACIONES TÉCNICAS","","2025-10-17T14:24:52-05:00","28492.80","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-CACES-2025-002-364830","RE-PU-CACES-2025-002-364830-2025-10-15T20:15:48.575Z-compiled","8420605-RE-PU-CACES-2025-002","","POR CUMPLIR CON TODOS LOS REQUERIMIENTOS SOLICITADOS POR EL CACES","","2025-10-14T16:27:35-05:00","286440.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-IESS-CECP-2025-005-600753","RE-PU-IESS-CECP-2025-005-600753-2025-10-08T19:43:45.823Z","8420297-RE-PU-IESS-CECP-2025-005","","Por cumplir con nuestros requerimientos.","","2025-10-08T10:17:26-05:00","3834.82","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-CNE-2025-003-2546","RE-PU-CNE-2025-003-2546-2025-10-09T19:37:22.935Z-compiled","8413109-RE-PU-CNE-2025-003","","SEGÚN RESOLUCIÓN D ADJUDICACIÓN CNE-DNA-2025-0031-","","2025-10-08T22:20:10-05:00","8000.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-COMEP-2025-002-1034729","RE-PU-COMEP-2025-002-1034729-2025-10-16T20:09:54.574Z-compiled","8422886-RE-PU-COMEP-2025-002","","CUMPLE CON LAS CONDICIONES ESTABLECIDAS POR LA ENTIDAD CONTRATANTE","","2025-10-15T19:12:17-05:00","15000.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-UITEY-2025-009-541976","RE-PU-UITEY-2025-009-541976-2025-10-14T20:04:53.264Z-compiled","8419219-RE-PU-UITEY-2025-009","","SEGUN RESOLUCIÓN Nro. UITEY-2025-124-CP-R","","2025-10-14T14:53:03-05:00","20964.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-EPAAGE-MEJIA-2025-07-384004","RE-PU-EPAAGE-MEJIA-2025-07-384004-2025-10-16T20:09:54.539Z-compiled","8422696-RE-PU-EPAAGE-MEJIA-2025-07","","ARTÍCULO SEGUNDO. - ADJUDICAR, el proceso No. RE-PU-EPAAGE-MEJIA-2025-07, parael ?MANTENIMIENTO DE CHASIS Y MÓDULO DEL HIDROSUCCIONADOR VACTOR?, anombre del oferente ASTAP CIA. LTDA, con RUC 1790027740001, por el valor de $ 3.590,78Tres Mil Quinientos Noventa con 78/100 dólares de los Estados Unidos de América más IVA,con un plazo de ejecución a partir de la suscripción del contrato por 130 días o hasta que se agoteel valor asignado a través de órdenes de servicio emitidas por el administrador del contrato.","","2025-10-15T16:47:01-05:00","3590.78","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-CONGOPE-2025-010-69008","RE-PU-CONGOPE-2025-010-69008-2025-10-14T20:04:53.433Z-compiled","8424053-RE-PU-CONGOPE-2025-010","","SE acoge la recomendación realizada por el funcionario designado para la etapa precontractual, según consta en el ?INFORME DE RECOMENDACIÓN DE ADJUDICACIÓN? y ADJUDICAR el proceso de Régimen Especial - Proveedor Único No. RE-PU-CONGOPE-2025-010, al oferente CAMARA DE COMERCIO E INDUSTRIAS FRANCO ECUATORIANA con RUC: 1790981592001","","2025-10-14T11:25:26-05:00","64962.00","USD","","","","","","","",""
