"ocid","id","initiationType","buyer_id","buyer_name","language","date","tag"
"ocds-5wno2w-RE-PU-INOCAR-2025-007-1006003","RE-PU-INOCAR-2025-007-1006003-2025-10-07T19:42:53.935Z-compiled","tender","EC-RUC-0968608970001-1006003","INSTITUTO OCEANOGRÁFICO Y ANTÁRTICO DE LA ARMADA","es","2025-10-07T14:44:03-05:00","[""planning"",""tender""]"
"ocds-5wno2w-RE-PU-HCAM-2025-033-54651","RE-PU-HCAM-2025-033-54651-2025-09-27T19:03:40.896Z-compiled","tender","EC-RUC-1768046450001-54651","HOSPITAL DE ESPECIALIDADES CARLOS ANDRADE MARIN","es","2025-09-27T14:04:14-05:00","[""planning"",""tender""]"
"ocds-5wno2w-RE-PU-ESPE-2025-005-30573","RE-PU-ESPE-2025-005-30573-2025-10-02T19:07:12.372Z-compiled","tender","EC-RUC-1768007390001-30573","UNIVERSIDAD DE LAS FUERZAS ARMADAS  ESPE","es","2025-10-02T14:09:48-05:00","[""planning"",""tender"",""award""]"
"ocds-5wno2w-RE-PU-HCAM-2025-032-54651","RE-PU-HCAM-2025-032-54651-2025-10-04T19:09:30.475Z-compiled","tender","EC-RUC-1768046450001-54651","HOSPITAL DE ESPECIALIDADES CARLOS ANDRADE MARIN","es","2025-10-04T14:11:34-05:00","[""planning"",""tender"",""award""]"
"ocds-5wno2w-RE-PU-HEJCA-2025-321-87497","RE-PU-HEJCA-2025-321-87497-2025-10-07T19:41:27.873Z-compiled","tender","EC-RUC-0160017400001-87497","HOSPITAL DE ESPECIALIDADES JOSÉ CARRASCO ARTEAGA","es","2025-10-07T14:44:03-05:00","[""planning"",""tender"",""award""]"
"ocds-5wno2w-RE-PU-HGM-2025-007-74622","RE-PU-HGM-2025-007-74622-2025-10-07T19:41:27.940Z-compiled","tender","EC-RUC-1360051890001-74622","HOSPITAL GENERAL MANTA","es","2025-10-07T14:44:03-05:00","[""planning"",""tender"",""award""]"
"ocds-5wno2w-RE-PU-HEJCA-2025-325-87497","RE-PU-HEJCA-2025-325-87497-2025-10-13T19:39:47.453Z-compiled","tender","EC-RUC-0160017400001-87497","HOSPITAL DE ESPECIALIDADES JOSÉ CARRASCO ARTEAGA","es","2025-10-13T14:45:08-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-ESPOL-2025-012-26822","RE-PU-ESPOL-2025-012-26822-2025-09-18T19:28:50.971Z-compiled","tender","EC-RUC-0960002780001-26822","Escuela Superior Politécnica del Litoral","es","2025-09-18T14:35:34-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-DIGMAT-2025-009-2465","RE-PU-DIGMAT-2025-009-2465-2025-10-08T19:43:44.617Z-compiled","tender","EC-RUC-1768011230001-2465","DIGMAT","es","2025-10-08T14:46:12-05:00","[""planning"",""tender"",""award""]"
"ocds-5wno2w-RE-PU-CZ1S-2025-002-423779","RE-PU-CZ1S-2025-002-423779-2025-10-04T19:09:30.717Z-compiled","tender","EC-RUC-1060034910001-423779","COORDINACION ZONAL 1 - SALUD","es","2025-10-04T14:11:34-05:00","[""planning"",""tender"",""award""]"
"ocds-5wno2w-RE-PU-SRI-2025-00008-2438","RE-PU-SRI-2025-00008-2438-2025-10-04T19:09:30.685Z-compiled","tender","EC-RUC-1760013210001-2438","SERVICIO DE RENTAS INTERNAS","es","2025-10-04T14:11:34-05:00","[""planning"",""tender"",""award""]"
"ocds-5wno2w-RE-PU-EMMAIPC-2025-002-388889","RE-PU-EMMAIPC-2025-002-388889-2025-10-09T19:37:22.129Z-compiled","tender","EC-RUC-0360028750001-388889","EMPRESA PUBLICA MUNICIPAL MANCOMUNADA DE ASEO INTEGRAL DE LOS CANTONES DE CAÑAR BIBLIAN SUSCAL Y EL TAMBO","es","2025-10-09T14:39:20-05:00","[""planning"",""tender"",""award""]"
"ocds-5wno2w-RE-PU-HAGP-2025-007-17993","RE-PU-HAGP-2025-007-17993-2025-10-14T20:01:30.132Z-compiled","tender","EC-RUC-0968503870001-17993","Hospital Guayaquil Abel Gilbert Ponton","es","2025-10-14T15:07:51-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-GADC-2025-3254-2616","RE-PU-GADC-2025-3254-2616-2025-09-30T19:05:11.982Z-compiled","tender","EC-RUC-0160000270001-2616","GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON CUENCA","es","2025-09-30T14:11:15-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-IAEN-2025-004-2575","RE-PU-IAEN-2025-004-2575-2025-10-02T19:08:46.951Z-compiled","tender","EC-RUC-1768120520001-2575","INSTITUTO DE ALTOS ESTUDIOS NACIONALES","es","2025-10-02T14:09:48-05:00","[""planning"",""tender""]"
"ocds-5wno2w-RE-PU-SNGR-2025-001-16616","RE-PU-SNGR-2025-001-16616-2025-10-08T19:43:42.779Z-compiled","tender","EC-RUC-1768142760001-16616","SECRETARIA NACIONAL DE GESTION DE RIESGOS","es","2025-10-08T14:46:13-05:00","[""planning"",""tender"",""award""]"
"ocds-5wno2w-RE-PU-ESNAQI-2025-002-2554","RE-PU-ESNAQI-2025-002-2554-2025-10-02T19:07:13.238Z-compiled","tender","EC-RUC-1768010690001-2554","ESTACION NAVAL DE QUITO","es","2025-10-02T14:09:48-05:00","[""planning"",""tender"",""award""]"
"ocds-5wno2w-RE-PU-EPUNEMI-2025-001-474763","RE-PU-EPUNEMI-2025-001-474763-2025-10-03T19:15:16.941Z-compiled","tender","EC-RUC-0968598800001-474763","EMPRESA DE PRODUCCION Y DESARROLLO ESTRATEGICO DE LA UNIVERSIDAD ESTATAL DE MILAGRO","es","2025-10-03T14:16:17-05:00","[""planning"",""tender""]"
"ocds-5wno2w-RE-PU-UTC-2025-003-2671","RE-PU-UTC-2025-003-2671-2025-09-25T19:01:06.064Z-compiled","tender","EC-RUC-0560001270001-2671","UNIVERSIDAD TECNICA DE COTOPAXI ","es","2025-09-25T14:03:51-05:00","[""planning"",""tender"",""award""]"
"ocds-5wno2w-RE-PU-CGE-2025-001-35516","RE-PU-CGE-2025-001-35516-2025-09-25T19:01:06.092Z-compiled","tender","EC-RUC-1760002360001-35516","CONTRALORIA GENERAL DEL ESTADO","es","2025-09-25T14:03:50-05:00","[""planning"",""tender"",""award""]"
"ocds-5wno2w-RE-PU-UEA-2025-007-124342","RE-PU-UEA-2025-007-124342-2025-10-04T19:09:30.561Z-compiled","tender","EC-RUC-1660012180001-124342","Universidad Estatal Amazonica","es","2025-10-04T14:11:34-05:00","[""planning"",""tender"",""award""]"
"ocds-5wno2w-RE-PU-ESPAMMFL-2025-04-25643","RE-PU-ESPAMMFL-2025-04-25643-2025-10-07T19:41:27.809Z-compiled","tender","EC-RUC-1360023840001-25643","Escuela Superior Politecnica Agropecuaria de Manabi ""Manuel Felix Lopez""","es","2025-10-07T14:44:02-05:00","[""planning"",""tender"",""award""]"
"ocds-5wno2w-RE-PU-IAEN-2025-003-2575","RE-PU-IAEN-2025-003-2575-2025-10-07T19:41:27.445Z-compiled","tender","EC-RUC-1768120520001-2575","INSTITUTO DE ALTOS ESTUDIOS NACIONALES","es","2025-10-07T14:44:03-05:00","[""planning"",""tender"",""award""]"
"ocds-5wno2w-RE-PU-BDE-2025-003-2435","RE-PU-BDE-2025-003-2435-2025-10-04T19:10:49.842Z-compiled","tender","EC-RUC-1760002950001-2435","BANCO DE DESARROLLO DEL ECUADOR B.P.","es","2025-10-04T14:11:34-05:00","[""planning"",""tender""]"
"ocds-5wno2w-RE-PU-CEN-2025-004-715112","RE-PU-CEN-2025-004-715112-2025-10-17T19:47:54.040Z-compiled","tender","EC-RUC-1768183870001-715112","OPERADOR NACIONAL DE ELECTRICIDAD - CENACE","es","2025-10-17T14:49:08-05:00","[""planning"",""tender""]"
"ocds-5wno2w-RE-PU-PG-2025-002-31125","RE-PU-PG-2025-002-31125-2025-10-15T20:12:20.365Z-compiled","tender","EC-RUC-0960000140001-31125","Gobierno Provincial del Guayas","es","2025-10-15T15:18:22-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-UITEY-2025-008-541976","RE-PU-UITEY-2025-008-541976-2025-10-07T19:41:28.343Z-compiled","tender","EC-RUC-1768176820001-541976","UNIVERSIDAD DE INVESTIGACIÓN DE TECNOLOGÍA EXPERIMENTAL YACHAY","es","2025-10-07T14:44:03-05:00","[""planning"",""tender"",""award""]"
"ocds-5wno2w-RE-PU-IKIAM-2025-008-599302","RE-PU-IKIAM-2025-008-599302-2025-10-01T19:09:22.849Z-compiled","tender","EC-RUC-1768182040001-599302","UNIVERSIDAD REGIONAL AMAZÓNICA IKIAM","es","2025-10-01T14:12:15-05:00","[""planning"",""tender"",""award""]"
"ocds-5wno2w-RE-PU-RDP-2025-0002-109432","RE-PU-RDP-2025-0002-109432-2025-10-15T20:15:48.130Z-compiled","tender","EC-RUC-1792157781001-109432","Refineria del Pacifico RDP Compañia de Economia Mixta","es","2025-10-15T15:18:22-05:00","[""planning"",""tender"",""award""]"
"ocds-5wno2w-RE-PU-UTC-2025-004-2671","RE-PU-UTC-2025-004-2671-2025-10-08T19:45:22.135Z-compiled","tender","EC-RUC-0560001270001-2671","UNIVERSIDAD TECNICA DE COTOPAXI ","es","2025-10-08T14:46:13-05:00","[""planning"",""tender""]"
"ocds-5wno2w-RE-PU-GADMCPZ-2025-027-2345","RE-PU-GADMCPZ-2025-027-2345-2025-10-02T19:07:12.351Z-compiled","tender","EC-RUC-1660000250001-2345","GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTÓN PASTAZA","es","2025-10-02T14:09:48-05:00","[""planning"",""tender"",""award""]"
"ocds-5wno2w-RE-PU-DHG-2025-010-5702","RE-PU-DHG-2025-010-5702-2025-10-17T19:46:33.761Z-compiled","tender","EC-RUC-0968520100001-5702","DIRECCION HOSPITALARIA GUAYAQUIL","es","2025-10-17T14:49:08-05:00","[""planning"",""tender"",""award""]"
"ocds-5wno2w-RE-PU-HCAM-2025-036-54651","RE-PU-HCAM-2025-036-54651-2025-10-13T19:43:07.923Z-compiled","tender","EC-RUC-1768046450001-54651","HOSPITAL DE ESPECIALIDADES CARLOS ANDRADE MARIN","es","2025-10-13T14:45:08-05:00","[""planning"",""tender"",""award""]"
"ocds-5wno2w-RE-PU-DD14D03S-2025-21-76040","RE-PU-DD14D03S-2025-21-76040-2025-10-15T20:17:28.088Z-compiled","tender","EC-RUC-1460003710001-76040","DIRECCION DISTRITAL 14D03 - LOGROÑO - SUCUA - SALUD","es","2025-10-15T15:18:20-05:00","[""planning"",""tender""]"
"ocds-5wno2w-RE-PU-GADM-2025-01-31689","RE-PU-GADM-2025-01-31689-2025-10-16T20:09:53.812Z-compiled","tender","EC-RUC-0460000560001-31689","GOBIERNO AUTONOMO DESCENTRALIZADO DEL CANTON MIRA","es","2025-10-16T15:12:30-05:00","[""planning"",""tender"",""award""]"
"ocds-5wno2w-RE-PU-GADPP-2025-21-2426","RE-PU-GADPP-2025-21-2426-2025-09-30T19:08:29.451Z","tender","EC-RUC-1760003330001-2426","GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PROVINCIA DE PICHINCHA","es","2025-09-29T00:00:00-05:00","[""planning"",""tender"",""award""]"
"ocds-5wno2w-RE-PU-UTA-2025-006-3205","RE-PU-UTA-2025-006-3205-2025-09-30T19:08:24.067Z-compiled","tender","EC-RUC-1860001450001-3205","UNIVERSIDAD TÉCNICA DE AMBATO","es","2025-09-30T14:11:16-05:00","[""planning"",""tender"",""award""]"
"ocds-5wno2w-RE-PU-UPSE-2025-004-81550","RE-PU-UPSE-2025-004-81550-2025-10-09T19:38:33.539Z-compiled","tender","EC-RUC-0968559740001-81550","UNIVERSIDAD ESTATAL PENINSULA DE SANTA ELENA","es","2025-10-09T14:39:20-05:00","[""planning"",""tender""]"
"ocds-5wno2w-RE-PU-EPP-2025-017-253178","RE-PU-EPP-2025-017-253178-2025-10-01T19:09:18.623Z-compiled","tender","EC-RUC-1768153530001-253178","Empresa Pública de hidrocarburos del Ecuador EP PETROECUADOR","es","2025-10-01T14:12:15-05:00","[""planning"",""tender"",""award""]"
"ocds-5wno2w-RE-PU-DMG-Z8-2025-003-387997","RE-PU-DMG-Z8-2025-003-387997-2025-10-17T19:48:12.785Z-compiled","tender","EC-RUC-0968590150001-387997","DISTRITO METROPOLITANO DE GUAYAQUIL","es","2025-10-17T14:49:08-05:00","[""planning"",""tender""]"
"ocds-5wno2w-RE-PU-EPMGDT-2025-001-264472","RE-PU-EPMGDT-2025-001-264472-2025-10-14T20:04:53.360Z-compiled","tender","EC-RUC-1768154420001-264472","Empresa Pública Metropolitana de Gestión de Destino Turístico","es","2025-10-14T15:07:50-05:00","[""planning"",""tender"",""award""]"
"ocds-5wno2w-RE-PU-UNAMYDESC-2025-001-361280","RE-PU-UNAMYDESC-2025-001-361280-2025-10-03T19:10:06.486Z-compiled","tender","EC-RUC-0860044290001-361280","UNIDAD DE ASISTENCIA MEDICA DESARROLLO SOCIAL Y CULTURAL ADSCRITO AL GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PROVINCIA DE ESMERALDAS","es","2025-10-03T14:16:18-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-HEJCA-2025-328-87497","RE-PU-HEJCA-2025-328-87497-2025-10-14T20:04:53.224Z-compiled","tender","EC-RUC-0160017400001-87497","HOSPITAL DE ESPECIALIDADES JOSÉ CARRASCO ARTEAGA","es","2025-10-14T15:07:51-05:00","[""planning"",""tender"",""award""]"
"ocds-5wno2w-RE-PU-UG-2025-005-55840","RE-PU-UG-2025-005-55840-2025-10-15T20:15:48.370Z-compiled","tender","EC-RUC-0960002510001-55840","UNIVERSIDAD DE GUAYAQUIL","es","2025-10-15T15:18:22-05:00","[""planning"",""tender"",""award""]"
"ocds-5wno2w-RE-PU-HLGD-2025-001-93666","RE-PU-HLGD-2025-001-93666-2025-10-16T20:09:53.838Z-compiled","tender","EC-RUC-0460003230001-93666","HOSPITAL GENERALPROVINCIAL LUIS G DAVILA","es","2025-10-16T15:12:30-05:00","[""planning"",""tender"",""award""]"
"ocds-5wno2w-RE-PU-UC-2025-004-30951","RE-PU-UC-2025-004-30951-2025-10-14T20:04:50.330Z-compiled","tender","EC-RUC-0160001240001-30951","UNIVERSIDAD DE CUENCA","es","2025-10-14T15:07:51-05:00","[""planning"",""tender"",""award""]"
"ocds-5wno2w-RE-PU-UITEY-2025-011-541976","RE-PU-UITEY-2025-011-541976-2025-10-14T20:06:56.666Z-compiled","tender","EC-RUC-1768176820001-541976","UNIVERSIDAD DE INVESTIGACIÓN DE TECNOLOGÍA EXPERIMENTAL YACHAY","es","2025-10-14T15:07:51-05:00","[""planning"",""tender""]"
"ocds-5wno2w-RE-PU-HOSNAG-2025-008-2706","RE-PU-HOSNAG-2025-008-2706-2025-10-15T20:17:28.780Z-compiled","tender","EC-RUC-1768009680001-2706","HOSPITAL NAVAL GUAYAQUIL","es","2025-10-15T15:18:21-05:00","[""planning"",""tender""]"
"ocds-5wno2w-RE-PU-UPSE-2025-003-81550","RE-PU-UPSE-2025-003-81550-2025-10-17T19:46:33.981Z-compiled","tender","EC-RUC-0968559740001-81550","UNIVERSIDAD ESTATAL PENINSULA DE SANTA ELENA","es","2025-10-17T14:49:09-05:00","[""planning"",""tender"",""award""]"
"ocds-5wno2w-RE-PU-ASMC-2025-002-124475","RE-PU-ASMC-2025-002-124475-2025-10-14T20:07:03.988Z-compiled","tender","EC-RUC-0160024960001-124475","ACCIÓN SOCIAL MUNICIPAL DEL CANTÓN CUENCA","es","2025-10-14T15:07:50-05:00","[""planning"",""tender""]"
"ocds-5wno2w-RE-PU-ARCFIZ-2025-03-869714","RE-PU-ARCFIZ-2025-03-869714-2025-10-16T20:11:37.686Z-compiled","tender","EC-RUC-1768188830001-869714","AGENCIA DE REGULACIÓN Y CONTROL FITO Y ZOOSANITARIO","es","2025-10-16T15:12:29-05:00","[""planning"",""tender""]"
"ocds-5wno2w-RE-PU-GADPP-2025-20-2426","RE-PU-GADPP-2025-20-2426-2025-10-01T19:06:15.954Z-compiled","tender","EC-RUC-1760003330001-2426","GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PROVINCIA DE PICHINCHA","es","2025-10-01T14:12:15-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-HEQN1-2025-003-20291","RE-PU-HEQN1-2025-003-20291-2025-10-14T20:07:00.926Z-compiled","tender","EC-RUC-1768056410001-20291","HOSPITAL DE ESPECIALIDADES QUITO NO.1 DE LA POLICIA NACIONAL DEL ECUADOR","es","2025-10-14T15:07:51-05:00","[""planning"",""tender""]"
"ocds-5wno2w-RE-PU-UPSE-2025-005-81550","RE-PU-UPSE-2025-005-81550-2025-10-14T20:06:59.499Z-compiled","tender","EC-RUC-0968559740001-81550","UNIVERSIDAD ESTATAL PENINSULA DE SANTA ELENA","es","2025-10-14T15:07:51-05:00","[""planning"",""tender""]"
"ocds-5wno2w-RE-PU-GADM-E-2025-003-49384","RE-PU-GADM-E-2025-003-49384-2025-10-16T20:11:36.242Z-compiled","tender","EC-RUC-0460000480001-49384","GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE ESPEJO","es","2025-10-16T15:12:30-05:00","[""planning"",""tender""]"
"ocds-5wno2w-RE-PU-DMG-Z8-2025-004-387997","RE-PU-DMG-Z8-2025-004-387997-2025-10-17T19:48:15.053Z-compiled","tender","EC-RUC-0968590150001-387997","DISTRITO METROPOLITANO DE GUAYAQUIL","es","2025-10-17T14:49:08-05:00","[""planning"",""tender""]"
"ocds-5wno2w-RE-PU-EMGIRS-2025-004-325307","RE-PU-EMGIRS-2025-004-325307-2025-10-17T19:48:14.310Z-compiled","tender","EC-RUC-1768158410001-325307","Empresa Pública Metropolitana de Gestión Integral de Residuos Sólidos","es","2025-10-17T14:49:08-05:00","[""planning"",""tender""]"
"ocds-5wno2w-RE-PU-SUBZONAAZUAY-2025-002-50866","RE-PU-SUBZONAAZUAY-2025-002-50866-2025-10-02T19:07:13.135Z-compiled","tender","EC-RUC-0160020110001-50866","SUBZONA AZUAY","es","2025-10-02T14:09:49-05:00","[""planning"",""tender"",""award""]"
"ocds-5wno2w-RE-PU-PGADPCH-2025-01-42097","RE-PU-PGADPCH-2025-01-42097-2025-10-17T19:48:16.446Z-compiled","tender","EC-RUC-0660831360001-42097","PATRONATO PROVINCIAL DEL GADPCH","es","2025-10-17T14:49:09-05:00","[""planning"",""tender""]"
"ocds-5wno2w-RE-PU-15BAE-2025-004-54082","RE-PU-15BAE-2025-004-54082-2025-10-09T19:37:23.035Z-compiled","tender","EC-RUC-1768001350001-54082","BRIGADA DE AVIACION DE LA FUERZA TERRESTRE No. 15 ""PAQUISHA""","es","2025-10-09T14:39:19-05:00","[""planning"",""tender"",""award""]"
"ocds-5wno2w-RE-PU-CCQA-HDA-2025-004-97105","RE-PU-CCQA-HDA-2025-004-97105-2025-10-02T19:07:13.077Z-compiled","tender","EC-RUC-0360020930001-97105","CENTRO CLINICO QUIRURGICO AMBULATORIO HOSPITAL DEL DIA AZOGUES","es","2025-10-02T14:09:47-05:00","[""planning"",""tender"",""award""]"
"ocds-5wno2w-RE-PU-ESPE-2025-006-30573","RE-PU-ESPE-2025-006-30573-2025-10-13T19:44:37.810Z-compiled","tender","EC-RUC-1768007390001-30573","UNIVERSIDAD DE LAS FUERZAS ARMADAS  ESPE","es","2025-10-13T14:45:08-05:00","[""planning"",""tender""]"
"ocds-5wno2w-RE-PU-ULEAM-2025-003-8514","RE-PU-ULEAM-2025-003-8514-2025-10-15T20:15:47.411Z-compiled","tender","EC-RUC-1360002170001-8514","ULEAM","es","2025-10-15T15:18:22-05:00","[""planning"",""tender"",""award""]"
"ocds-5wno2w-RE-PU-HE-1-2025-174-43246","RE-PU-HE-1-2025-174-43246-2025-10-03T19:13:19.477Z-compiled","tender","EC-RUC-1768012710001-43246","HOSPITAL DE ESPECIALIDADES FUERZAS ARMADAS NO. 1","es","2025-10-03T14:16:17-05:00","[""planning"",""tender"",""award""]"
"ocds-5wno2w-RE-PU-HTMC-2025-009-2810","RE-PU-HTMC-2025-009-2810-2025-10-17T19:46:35.723Z-compiled","tender","EC-RUC-0968560160001-2810","HOSPITAL DE ESPECIALIDADES - TEODORO MALDONADO CARBO","es","2025-10-17T14:49:09-05:00","[""planning"",""tender"",""award""]"
"ocds-5wno2w-RE-PU-GADPP-2025-18-2426","RE-PU-GADPP-2025-18-2426-2025-10-07T19:43:08.221Z-compiled","tender","EC-RUC-1760003330001-2426","GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PROVINCIA DE PICHINCHA","es","2025-10-07T14:44:03-05:00","[""planning"",""tender""]"
"ocds-5wno2w-RE-PU-CACES-2025-002-364830","RE-PU-CACES-2025-002-364830-2025-10-15T20:15:48.575Z-compiled","tender","EC-RUC-1768160820001-364830","CONSEJO DE ASEGURAMIENTO DE LA CALIDAD DE LA EDUCACION SUPERIOR","es","2025-10-15T15:18:20-05:00","[""planning"",""tender"",""award""]"
"ocds-5wno2w-RE-PU-HDGDZ-2025-004-62010","RE-PU-HDGDZ-2025-004-62010-2025-10-08T19:45:24.168Z-compiled","tender","EC-RUC-1768034870001-62010","HOSPITAL DR. GUSTAVO DOMINGUEZ Z.","es","2025-10-08T14:46:13-05:00","[""planning"",""tender""]"
"ocds-5wno2w-RE-PU-IESS-CECP-2025-005-600753","RE-PU-IESS-CECP-2025-005-600753-2025-10-08T19:43:45.823Z","tender","EC-RUC-1768182630001-600753","CENTRO DE ESPECIALIDADES COMITE DEL PUEBLO","es","2025-10-02T00:00:00-05:00","[""planning"",""tender"",""award""]"
"ocds-5wno2w-RE-PU-CNE-2025-003-2546","RE-PU-CNE-2025-003-2546-2025-10-09T19:37:22.935Z-compiled","tender","EC-RUC-1760002010001-2546","CONSEJO NACIONAL ELECTORAL","es","2025-10-09T14:39:20-05:00","[""planning"",""tender"",""award""]"
"ocds-5wno2w-RE-PU-COMEP-2025-002-1034729","RE-PU-COMEP-2025-002-1034729-2025-10-16T20:09:54.574Z-compiled","tender","EC-RUC-1790819345001-1034729","EMPRESA PUBLICA DE COMUNICACION DEL ECUADOR EP","es","2025-10-16T15:12:29-05:00","[""planning"",""tender"",""award""]"
"ocds-5wno2w-RE-PU-UITEY-2025-009-541976","RE-PU-UITEY-2025-009-541976-2025-10-14T20:04:53.264Z-compiled","tender","EC-RUC-1768176820001-541976","UNIVERSIDAD DE INVESTIGACIÓN DE TECNOLOGÍA EXPERIMENTAL YACHAY","es","2025-10-14T15:07:51-05:00","[""planning"",""tender"",""award""]"
"ocds-5wno2w-RE-PU-EPAAGE-MEJIA-2025-07-384004","RE-PU-EPAAGE-MEJIA-2025-07-384004-2025-10-16T20:09:54.539Z-compiled","tender","EC-RUC-1768163250001-384004","EMPRESA PUBLICA MUNICIPAL DE AGUA POTABLE, ALCANTARILLADO Y GENERACION ELECTRICA DEL CANTON MEJIA, EP","es","2025-10-16T15:12:29-05:00","[""planning"",""tender"",""award""]"
"ocds-5wno2w-RE-PU-HE-1-2025-131-43246","RE-PU-HE-1-2025-131-43246-2025-10-09T19:38:29.648Z-compiled","tender","EC-RUC-1768012710001-43246","HOSPITAL DE ESPECIALIDADES FUERZAS ARMADAS NO. 1","es","2025-10-09T14:39:20-05:00","[""planning"",""tender""]"
"ocds-5wno2w-RE-PU-HEJCA-2025-292-87497","RE-PU-HEJCA-2025-292-87497-2025-10-13T19:44:36.410Z-compiled","tender","EC-RUC-0160017400001-87497","HOSPITAL DE ESPECIALIDADES JOSÉ CARRASCO ARTEAGA","es","2025-10-13T14:45:08-05:00","[""planning"",""tender""]"
"ocds-5wno2w-RE-PU-CONGOPE-2025-010-69008","RE-PU-CONGOPE-2025-010-69008-2025-10-14T20:04:53.433Z-compiled","tender","EC-RUC-1760005110001-69008","CONSORCIO DE GOBIERNOS AUTONOMOS PROVINCIALES DEL ECUADOR","es","2025-10-14T15:07:50-05:00","[""planning"",""tender"",""award""]"
"ocds-5wno2w-RE-PU-GADM-C-2025-002-55680","RE-PU-GADM-C-2025-002-55680-2025-10-15T20:15:48.654Z-compiled","tender","EC-RUC-2160000480001-55680","GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE CASCALES","es","2025-10-15T15:18:21-05:00","[""planning"",""tender"",""award""]"
"ocds-5wno2w-RE-PU-GADPE-2025-02-32109","RE-PU-GADPE-2025-02-32109-2025-10-16T20:09:53.772Z-compiled","tender","EC-RUC-0860000160001-32109","GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PROVINCIA DE ESMERALDAS","es","2025-10-16T15:12:30-05:00","[""planning"",""tender"",""award""]"
"ocds-5wno2w-RE-PU-HCAM-2025-034-54651","RE-PU-HCAM-2025-034-54651-2025-10-16T20:11:39.773Z-compiled","tender","EC-RUC-1768046450001-54651","HOSPITAL DE ESPECIALIDADES CARLOS ANDRADE MARIN","es","2025-10-16T15:12:30-05:00","[""planning"",""tender""]"
"ocds-5wno2w-RE-PU-HCAM-2025-038-54651","RE-PU-HCAM-2025-038-54651-2025-10-16T20:09:54.034Z-compiled","tender","EC-RUC-1768046450001-54651","HOSPITAL DE ESPECIALIDADES CARLOS ANDRADE MARIN","es","2025-10-16T15:12:30-05:00","[""planning"",""tender"",""award""]"
"ocds-5wno2w-RE-PU-ISSPOL-2025-01-3201","RE-PU-ISSPOL-2025-01-3201-2025-10-16T20:11:38.336Z-compiled","tender","EC-RUC-1768061090001-3201","INSTITUTO DE SEGURIDAD SOCIAL DE LA POLICIA NACIONAL","es","2025-10-16T15:12:31-05:00","[""planning"",""tender""]"
"ocds-5wno2w-RE-PU-CNELEP-2025-13-462114","RE-PU-CNELEP-2025-13-462114-2025-10-13T19:39:39.641Z-compiled","tender","EC-RUC-0968599020001-462114","EMPRESA ELÉCTRICA PÚBLICA ESTRATÉGICA CORPORACIÓN NACIONAL DE ELECTRICIDAD CNEL EP","es","2025-10-13T14:45:08-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-HEJCA-2025-322-87497","RE-PU-HEJCA-2025-322-87497-2025-10-17T19:48:18.638Z-compiled","tender","EC-RUC-0160017400001-87497","HOSPITAL DE ESPECIALIDADES JOSÉ CARRASCO ARTEAGA","es","2025-10-17T14:49:08-05:00","[""planning"",""tender""]"
"ocds-5wno2w-RE-PU-HGIIIDE-TARQUI2025-006-88080","RE-PU-HGIIIDE-TARQUI2025-006-88080-2025-10-17T19:48:20.174Z-compiled","tender","EC-RUC-1768002160001-88080","HOSPITAL BASICO HG III DE TARQUI","es","2025-10-17T14:49:08-05:00","[""planning"",""tender""]"
"ocds-5wno2w-RE-PU-IGM-2025-008-36136","RE-PU-IGM-2025-008-36136-2025-10-17T19:48:15.757Z","tender","EC-RUC-1768007200001-36136","INSTITUTO GEOGRAFICO MILITAR","es","2025-10-02T00:00:00-05:00","[""planning"",""tender""]"
"ocds-5wno2w-RE-PU-EPMAPAPED-1360067110001-2025-00001-359079","RE-PU-EPMAPAPED-1360067110001-2025-00001-359079-2025-03-26T11:44:54.612Z-compiled","tender","EC-RUC-1360067110001-359079","EMPRESA PUBLICA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO DE PEDERNALES EPMAPA - PED","es","2025-03-26T06:47:19-05:00","[""planning"",""tender"",""award"",""contract""]"
